Соус соевый,25,34 коп,Соусы,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
Кетчуп/ майонез,25,25 коп,Соусы,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
Манник,150,88 коп,Сладкие блюда,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
Вафли черноморские,шт.,60 коп,Сладкие блюда,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
"Зефир  в шоколаде,зефир",шт.,1 руб 10 коп,Сладкие блюда,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
Батончик мюсли,шт.,60 коп,Сладкие блюда,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
"Печенье ""Фрайдей""",шт.,80 коп,Сладкие блюда,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
"Шоколад Спартак горький/Любимая Аленка,Каммунарка горький 20гр",шт., 40 коп,Сладкие блюда,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
Шоколад Каммунарка горький 50гр/Любимая Аленка 50 г,шт.,1 руб ,Сладкие блюда,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
Круассан,шт.,2 руб,Сладкие блюда,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
"Пирожок с черникой,пирожок с сыром ""Рикотто""",шт.,1 руб 25 коп,Сладкие блюда,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
"Шоколад""Любимая Аленка"", 100гр Шоколад""Спартак"""" 90г",шт.,2 руб,Сладкие блюда,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
"Пончик с бананом,клубникой,белой глазурью,шоколадом,корицей",шт.,1 руб,Сладкие блюда,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
"Маффин шоколадный,вишневый",шт.,2 руб 20 коп,Сладкие блюда,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
"Вафли ""Витьба""",шт.,50 коп,Сладкие блюда,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
"Вафли ""Витьба by""",шт.,60 коп,Сладкие блюда,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
Йогурт,шт.,65 коп,Сладкие блюда,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
сырок глазированный,шт.,70 коп,Сладкие блюда,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
"Сок""Рич""в ассортименте 1л",0.2,80 коп,Напитки,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
"Сок ""Рич""в ассортименте 0,2",0.2,85 коп,Напитки,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
Напиток лимонный,0.2,65 коп,Напитки,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
"Кола,фанта,спрайт",0.5,1 руб 50 коп,Напитки,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
Кефир,0.2,56 коп,Напитки,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
Боржоми,0.5,2 руб 50 коп,Напитки,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
"Вода""Бонаква"" с/г,б/г",0.5,1 руб,Напитки,06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",06.04.2018,2018-03-30,Меню с 02.04 по 06.04.2018г.xls
"Салат""Дружба""",100,90 коп,,08.01.2019,2019-01-08,Меню с 08-11  января.xls
"Салат""Белоснежка""",100,1 руб 13 коп,,08.01.2019,2019-01-08,Меню с 08-11  января.xls
"Салат""Полесский""",100,2 руб 03 коп,,08.01.2019,2019-01-08,Меню с 08-11  января.xls
"Салат""Скорый""",100,1 руб 49 коп,,08.01.2019,2019-01-08,Меню с 08-11  января.xls
"Борщ""Украинский""",250\20,1 руб 68 коп,Супы,08.01.2019,2019-01-08,Меню с 08-11  января.xls
Суп картофельный с макаронами и курицей,250,1 руб 30 коп,Супы,08.01.2019,2019-01-08,Меню с 08-11  января.xls
Суп-крем из тыквы,250,2 руб 75 коп,Супы,08.01.2019,2019-01-08,Меню с 08-11  января.xls
Бендерики с курицей,180,2 руб 95 коп,Вторые блюда,08.01.2019,2019-01-08,Меню с 08-11  января.xls
Биточки по-белорусски,80,2 руб 17 коп,Вторые блюда,08.01.2019,2019-01-08,Меню с 08-11  января.xls
"Поджарка""Любительская""",100,3 руб 21 коп,Вторые блюда,08.01.2019,2019-01-08,Меню с 08-11  января.xls
Бедро птицы жареное,200,4 руб 21 коп,Вторые блюда,08.01.2019,2019-01-08,Меню с 08-11  января.xls
Рыба хек  с грибами,165,4 руб 91 коп,Вторые блюда,08.01.2019,2019-01-08,Меню с 08-11  января.xls
Картофельное пюре,200,1 руб,Гарниры,08.01.2019,2019-01-08,Меню с 08-11  января.xls
Каша перловая ,200,70 коп,Гарниры,08.01.2019,2019-01-08,Меню с 08-11  января.xls
Спагетти,150,90 коп,Гарниры,08.01.2019,2019-01-08,Меню с 08-11  января.xls
Овощи припущенные,150,,Овощи припущенные,08.01.2019,2019-01-08,Меню с 08-11  января.xls
хрен,25,45 коп,Соусы,08.01.2019,2019-01-08,Меню с 08-11  января.xls
Соевый соус,15,30 коп,Соусы,08.01.2019,2019-01-08,Меню с 08-11  января.xls
Сметана,25,30 коп,Соусы,08.01.2019,2019-01-08,Меню с 08-11  января.xls
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,08.01.2019,2019-01-08,Меню с 08-11  января.xls
Шарлотка с яблоками,150,1 руб 32 коп,Сладкие блюда,08.01.2019,2019-01-08,Меню с 08-11  января.xls
Напиток лимонный,0.2,65 коп,Напитки,08.01.2019,2019-01-08,Меню с 08-11  января.xls
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",08.01.2019,2019-01-08,Меню с 08-11  января.xls
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",08.01.2019,2019-01-08,Меню с 08-11  января.xls
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",08.01.2019,2019-01-08,Меню с 08-11  января.xls
"Салат из помидоров,капусты и сладкого перца",100,1 руб 26 коп,,09.01.2019,2019-01-09,Меню с 08-11  января.xls
"Салат""Океан""",100,2 руб 77 коп,,09.01.2019,2019-01-09,Меню с 08-11  января.xls
Салат из овощей с ветчиной,100,1 руб 83 коп,,09.01.2019,2019-01-09,Меню с 08-11  января.xls
"Салат""Радуга""",100,1 руб 31 коп,,09.01.2019,2019-01-09,Меню с 08-11  января.xls
Щи зеленые со сметаной,250/20,1 руб 48 коп,Супы,09.01.2019,2019-01-09,Меню с 08-11  января.xls
"Суп""Польский""",250,1 руб 26 коп,Супы,09.01.2019,2019-01-09,Меню с 08-11  января.xls
Суп-пюре из шампиньонов,250,2 руб 14 коп,Супы,09.01.2019,2019-01-09,Меню с 08-11  января.xls
Чахохбили,250,2 руб 88 коп,Вторые блюда,09.01.2019,2019-01-09,Меню с 08-11  января.xls
Бифштекс с яйцом,80,2 руб 60 коп,Вторые блюда,09.01.2019,2019-01-09,Меню с 08-11  января.xls
Кальмар фаршированный,100,2 руб 58 коп,Вторые блюда,09.01.2019,2019-01-09,Меню с 08-11  января.xls
Свинина с сыром,100,4 руб 52 коп,Вторые блюда,09.01.2019,2019-01-09,Меню с 08-11  января.xls
Рыба хек,100,3 руб 90 коп,Вторые блюда,09.01.2019,2019-01-09,Меню с 08-11  января.xls
Картофель отварной,200,80 коп,Гарниры,09.01.2019,2019-01-09,Меню с 08-11  января.xls
Рис отварной,200,76 коп,Гарниры,09.01.2019,2019-01-09,Меню с 08-11  января.xls
Гречка отварная,200,60 коп,Гарниры,09.01.2019,2019-01-09,Меню с 08-11  января.xls
Брокколи,150,2 руб 44 коп,Гарниры,09.01.2019,2019-01-09,Меню с 08-11  января.xls
хрен,25,45 коп,Соусы,09.01.2019,2019-01-09,Меню с 08-11  января.xls
Соевый соус,15,30 коп,Соусы,09.01.2019,2019-01-09,Меню с 08-11  января.xls
Сметана,25,30 коп,Соусы,09.01.2019,2019-01-09,Меню с 08-11  января.xls
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,09.01.2019,2019-01-09,Меню с 08-11  января.xls
Пудинг из творога,150,2 руб 35 коп,Сладкие блюда,09.01.2019,2019-01-09,Меню с 08-11  января.xls
Компот из апельсинов,0.2,80 коп,Напитки,09.01.2019,2019-01-09,Меню с 08-11  января.xls
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",09.01.2019,2019-01-09,Меню с 08-11  января.xls
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",09.01.2019,2019-01-09,Меню с 08-11  января.xls
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",09.01.2019,2019-01-09,Меню с 08-11  января.xls
Салат-коктель с ветчиной и сыром,100,2 руб 01 коп,,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
"Салат""Осенний""",100,89 коп,,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
"Салат""Павлинка""",100,1 руб 36 коп,,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
"Салат""Слоеный""",100,1 руб 27 коп,,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Суп перловый с грибами,250/20,1 руб 36 коп,Супы,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Суп картофельный с клецками,250,1 руб 60 коп,Супы,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Суп-пюре из бобовых,250,1 руб 70 коп,Супы,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Тефтели по-норвежски,120/50,3 руб 98 коп,Вторые блюда,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Котлета из птицы,150,2 руб 34 коп,Вторые блюда,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Куриная грудка в беконе,140,4 руб 24 коп,Вторые блюда,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Говядина отварная,100,5 руб 02 коп,Вторые блюда,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Рыба хек  в сыре,100,3 руб 52 коп,Вторые блюда,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Каша перловая,200,70 коп,Гарниры,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Картофельное пюре,200,1 руб,Гарниры,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Макароны отварные,150,90 коп,Гарниры,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Овощной микс,150,1 руб 90 коп,Гарниры,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
хрен,25,45 коп,Соусы,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Соевый соус,15,30 коп,Соусы,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Сметана,25,30 коп,Соусы,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Блинчики с джемом,150/20,1 руб 49 коп,Сладкие блюда,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Напиток лимонный,0.2,65 коп,Напитки,10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",10.01.2019 ,2019-01-10,Меню с 08-11  января.xls
"Салат""Белорусский""",100,1 руб 37 коп,,11.01.2019,2019-01-11,Меню с 08-11  января.xls
Салат из свеклы с черносливом,100,1 руб 14 коп,,11.01.2019,2019-01-11,Меню с 08-11  января.xls
"Салат ""Цветной""",100,61 коп,,11.01.2019,2019-01-11,Меню с 08-11  января.xls
Салат из птицы с гренками,100,1 руб 72 коп,,11.01.2019,2019-01-11,Меню с 08-11  января.xls
Суп-харчо,250,2 руб 05 коп,Супы,11.01.2019,2019-01-11,Меню с 08-11  января.xls
"Щи ""Оригинальные""",250/20,1 руб 40 коп,Супы,11.01.2019,2019-01-11,Меню с 08-11  января.xls
Суп-пюре из овощей,250,2 руб 42 коп,Супы,11.01.2019,2019-01-11,Меню с 08-11  января.xls
Филе птицы с ананасом,130,3 руб 01 коп,Вторые блюда,11.01.2019,2019-01-11,Меню с 08-11  января.xls
Зразы рубленые,140,2 руб 54 коп,Вторые блюда,11.01.2019,2019-01-11,Меню с 08-11  января.xls
Бефстрогонов из говядины,75/75,4 руб 84 коп,Вторые блюда,11.01.2019,2019-01-11,Меню с 08-11  января.xls
Шницель из свинины,100,3 руб 86 коп,Вторые блюда,11.01.2019,2019-01-11,Меню с 08-11  января.xls
Рыба хек   в белках,110,3 руб 81 коп,Вторые блюда,11.01.2019,2019-01-11,Меню с 08-11  января.xls
Капуста тушеная,200,1 руб 29 коп,Гарниры,11.01.2019,2019-01-11,Меню с 08-11  января.xls
"Рис ""Светофор""",200,1 руб 12 коп,Гарниры,11.01.2019,2019-01-11,Меню с 08-11  января.xls
Гречка отварная,200,60 коп,Гарниры,11.01.2019,2019-01-11,Меню с 08-11  января.xls
Фасоль стручковая,150,2 руб 19 коп,Гарниры,11.01.2019,2019-01-11,Меню с 08-11  января.xls
хрен,25,45 коп,Соусы,11.01.2019,2019-01-11,Меню с 08-11  января.xls
Соевый соус,15,30 коп,Соусы,11.01.2019,2019-01-11,Меню с 08-11  января.xls
Сметана,25,30 коп,Соусы,11.01.2019,2019-01-11,Меню с 08-11  января.xls
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,11.01.2019,2019-01-11,Меню с 08-11  января.xls
Сырники со сметаной,150/20,2 руб 02 коп,Сладкие блюда,11.01.2019,2019-01-11,Меню с 08-11  января.xls
Напиток лимонный,0.2,65 коп,Напитки,11.01.2019,2019-01-11,Меню с 08-11  января.xls
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",11.01.2019,2019-01-11,Меню с 08-11  января.xls
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",11.01.2019,2019-01-11,Меню с 08-11  января.xls
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",11.01.2019,2019-01-11,Меню с 08-11  января.xls
"Рулетики ""Аппетитные""(ветчина к/в,сыр,чеснок,масло сливочное,майонез)",120,3 руб 65 коп,,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Капуста маринованная,100,80 коп,,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Салат по-слуцки(свинина,картофель,морковь,горошек,огурцы,яйцо)",100,1 руб 81 коп,,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Салат ""Острый""(сыр,яйцо,чеснок,морковь,майонез)",100,1 руб 30 коп,,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Салат овощной с сыром(огурец,помидор,кукуруза,сыр)",100,1 руб 40 коп,,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Борщ ""Украинский""",250/20,1 руб 68 коп,Супы,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Суп ""Польский""(чечевица,фасоль,ветчина куриная,кетчуп,мука)",250,1 руб 26 коп,Супы,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Драники с грибным соусом,150/100,2 руб 70 коп,Вторые блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Антрекот(говядина),100,4 руб 95 коп,Вторые блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Мясо по-французски(свинина,лук,сыр,майонез)",120,4 руб,Вторые блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Филе птицы с помидором,100,2 руб,Вторые блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Шницель ""Нептун""(филе хека,яйцо,хлеб пшеничный)",120,4 руб 56 коп,Вторые блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Спагетти,150,78 коп,Гарниры,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Каша пшенная,200,86 коп,Гарниры,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Рис ""Светофор""",200,1 руб 02 коп,Гарниры,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Овощи тушеные(брокколи,капуста цветная,лук,морковь,перец свежий,чеснок)",150,2 руб,Гарниры,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Горчица,25,45 коп,Соусы,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Сметана,50,49 коп,Соусы,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Соус соевый,25,33 коп,Соусы,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Кетчуп/ майонез,25,25 коп,Соусы,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Сырники из творога с джемом,150/20,2 руб 30 коп,Сладкие блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Зефир,шт.,1 руб,Сладкие блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Зефир в шоколаде,шт.,1 руб 10 коп,Сладкие блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Батончик мюсли,шт.,60 коп,Сладкие блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Вафли""Черноморские""",шт.,60 коп,Сладкие блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Круассан,шт.,2 руб,Сладкие блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Печенье ""Фрайдей""",шт.,80 коп,Сладкие блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Шоколад Спартак горький/Любимая Аленка, 20гр",шт., 50 коп,Сладкие блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Шоколад Спартак горький/Спартак молочный 50 г,шт.,1 руб ,Сладкие блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Пирожок с черникой,шт.,1 руб 25 коп,Сладкие блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Шоколад""Любимая Аленка"", 100гр Шоколад""Каммунарка"" 90г",шт.,2 руб,Сладкие блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Пончик с бананом,клубникой,белой глазурью,шоколадом,корицей",шт.,1 руб,Сладкие блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Маффин шоколадный,шт.,2 руб 20 коп,Сладкие блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Вафли ""Витьба""",шт.,50 коп,Сладкие блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Вафли ""Витьба by""",шт.,60 коп,Сладкие блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Йогурт,сырок глазированный",шт.,65 коп,Сладкие блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Кекс""Снежок""",шт.,80 коп,Сладкие блюда,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Сок""Рич""в ассортименте 1л",0.2,4 руб,Напитки,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Сок ""Рич""в ассортименте 0,2",0.2,85 коп,Напитки,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Морс клюквенно-виноградный,0.2,80 коп,Напитки,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Напиток лимонный,0.2,65 коп,Напитки,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Кола,фанта,спрайт",0.5,1 руб 50 коп,Напитки,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Чай в ассортименте,шт.,50 коп,Напитки,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Кефир,0.2,56 коп,Напитки,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Боржоми,0.5,2 руб 50 коп,Напитки,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Банан,100,52 коп,Фрукты,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Яблоко,груша",100,46 коп,Фрукты,29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",29.01.2018,2018-01-29,Меню с 29.01 по 02.02.2018г.xls
Яйца фаршированные грибами,1шт/70,1 руб 27 коп,,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Салат-коктель с ветчиной и сыром,100,1 руб 91 коп,,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Салат с крабовыми палочками и кукурузой,100,1 руб 14 коп,,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Салат""Цветной""",100,51 коп,,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Салат ""Радуга""(морковь,сыр,огурцы,помидоры,яйцо)",100,1 руб 16 коп,,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Рассольник""Ленинградский""",250/20,1 руб 90 коп,Супы,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Суп-лапша домашняя,250,1 руб 32 коп,Супы,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Зразы рубленые,фаршированные грибами(свинина,хлеб,грибы,яйцо)",140,2 руб 47 коп,Вторые блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Курица ""Сытная""(окорочок цыплят,чеснок,сыр,майонез)",200,3 руб 57 коп,Вторые блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Блинчики с грибами и сыром(блины,грибы,яйцо,сыр)",180,3 руб 20 коп,Вторые блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Бефстрогонов из говядины,75/75,4 руб 80 коп,Вторые блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Рыба в сыре(хек,яйцо,сыр,мука)",100,3 руб 85 коп,Вторые блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Рагу из овощей,200,1 руб 60 коп,Гарниры,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Каша перловая,200,1 руб,Гарниры,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Гречка отварная,200,88 коп,Гарниры,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Овощной микс,150,1 руб 88 коп,Гарниры,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Горчица,25,45 коп,Соусы,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Сметана,50,49 коп,Соусы,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Соус соевый,25,33 коп,Соусы,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Кетчуп/ майонез,25,25 коп,Соусы,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Клюква с яблоком в слойке,130,1 руб 96 коп,Сладкие блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Зефир,шт.,1 руб,Сладкие блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Зефир в шоколаде,шт.,1 руб 10 коп,Сладкие блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Вафли""Черноморские""",шт.,60 коп,Сладкие блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Батончик мюсли,шт.,60 коп,Сладкие блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Круассан,шт.,2 руб,Сладкие блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Печенье ""Фрайдей""",шт.,80 коп,Сладкие блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Шоколад Спартак горький/Любимая Аленка, 20гр",шт., 50 коп,Сладкие блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Шоколад Спартак горький/Спартак молочный 50 г,шт.,1 руб ,Сладкие блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Пирожок с черникой,шт.,1 руб 25 коп,Сладкие блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Шоколад""Любимая Аленка"", 100гр Шоколад""Каммунарка"" 90г",шт.,2 руб,Сладкие блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Пончик с бананом,клубникой,белой глазурью,шоколадом,корицей",шт.,1 руб,Сладкие блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Маффин шоколадный,шт.,2 руб 20 коп,Сладкие блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Вафли ""Витьба""",шт.,50 коп,Сладкие блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Вафли ""Витьба by""",шт.,60 коп,Сладкие блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Йогурт,сырок глазированный",шт.,65 коп,Сладкие блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Кекс""Снежок""",шт.,80 коп,Сладкие блюда,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Сок""Рич""в ассортименте 1л",0.2,4 руб,Напитки,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Сок ""Рич""в ассортименте 0,2",0.2,85 коп,Напитки,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Морс клюквенно-виноградный,0.2,80 коп,Напитки,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
Компот из сухофруктов,0.2,69 коп,Напитки,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
"Кола,фанта,спрайт",0.5,1 руб 50 коп,Напитки,30.01.2018,2018-01-30,Меню с 29.01 по 02.02.2018г.xls
