Food,Weight,Price,Type,Key,Date,File,SHA1
Суп гороховый,250,1 руб 06 коп,Супы,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Борщ с курицей и сметаной,250/20,1 руб 60 коп,Супы,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Суп-крем из тыквы с гренк,250,2 руб 30 коп,Супы,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Запеканка Капустная,150,1 руб 79 коп,Вторые блюда,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Тефтели,115/75,3 руб 30 коп,Вторые блюда,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Филе птицы в белках,130,2 руб 70 коп,Вторые блюда,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Ромштекс,125,5 руб 26 коп,Вторые блюда,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Рыба с грибами,165,4 руб 80 коп,Вторые блюда,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Спагетти,150,90 коп,Гарниры,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Картофельные дольки,150,2 руб 12 коп,Гарниры,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Каша пшеная,200,70 коп,Гарниры,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Брокколи,150,2 руб 10 коп,Гарниры,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
"Горчица,хрен",25,45 коп,Соусы,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Соевый соус,15,30 коп,Соусы,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Сметана,25,30 коп,Соусы,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Кетчуп,25,25 коп,Соусы,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Манник,130, 80 коп,Сладкие блюда,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Напиток лимонный,0.2,72 коп,Напитки,26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Французская булочка с чесночной начинкой,шт.,70 коп,"Хлеб, хлебобулочные изделия",26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",26.09.2018,2018-09-26,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
"Салат""Греческий""",150,2 руб 85 коп,,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
"Салат-коктель ""Павлинка""",100,1 руб 36 коп,,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
"Салат""Вежа""",100,2 руб,,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Салат из морской и свежей капусты,100,79 коп,,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
"Салат""Туристский""",100,1 руб 15 коп,,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Суп-лапша домашняя,250,1 руб 32 коп,Супы,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Солянка домашняя,250/20,1 руб 86 коп,Супы,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Суп-пюре из овощей,250,2 руб 16 коп,Супы,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Беляши с мясом,,  руб    коп,Вторые блюда,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Стейк из птицы,100,2 руб 54 коп,Вторые блюда,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Котлета Любимая,115,2 руб 80 коп,Вторые блюда,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Свинина с сыром,100,4 руб 50 коп,Вторые блюда,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Стейк из семги,100,11 руб 50 коп,Вторые блюда,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Рыба хек ,100,3 руб 90 коп,Вторые блюда,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Рис отварной,200,76 коп,Гарниры,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Гречка отварная,200,80 коп,Гарниры,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Картофель жареный с гриб и лук,200,1 руб 20 коп,Гарниры,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Капуста цветная в сухарях,155,2 руб 18 коп,Гарниры,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
"Горчица,хрен",25,45 коп,Соусы,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Соевый соус,15,30 коп,Соусы,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Сметана,25,30 коп,Соусы,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Кетчуп,25,25 коп,Соусы,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Запеканка из творога со сметаной,120/20,1 руб 99 коп,Сладкие блюда,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Напиток лимонный,0.2,65 коп,Напитки,27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",27.09.2018,2018-09-27,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
"Салат""Папарать-Кветка""",120,2 руб 22 коп,,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
"Салат""Острый""",100,1 руб 46 коп,,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Салат из капусты и огурцов,100,55 коп,,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
"Салат""Гавайский""",100,2 руб 47 коп,,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
"Салат ""Случь""",75,90 коп,,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Бульон куриный с яйцом,250,1 руб 48 коп,Супы,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Рассольник Ленинградский,250/20,1 руб 90 коп,Супы,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Суп-пюре из шампиньонов,250,2 руб 14 коп,Супы,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Антрекот,100,5 руб 65 коп,Вторые блюда,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Блинчики с ветчиной и сыром,180,3 руб 06 коп,Вторые блюда,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Бифштекс Смак,95,2 руб 20 коп,Вторые блюда,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Свинина с грибами,100,3 руб 70 коп,Вторые блюда,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Рыба хек в сыре,100,3 руб 27 коп,Вторые блюда,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Каша перловая с грудинкой и луком,250,1 руб 52 коп,Гарниры,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Картофель отварной с укропом,200,1 руб 14 коп,Гарниры,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Спагетти,150,90 коп,Гарниры,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Капуста тушеная с грибами,150,1 руб 80 коп,Гарниры,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
"Горчица,хрен",25,45 коп,Соусы,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Соевый соус,15,30 коп,Соусы,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Сметана,25,30 коп,Соусы,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Кетчуп,25,25 коп,Соусы,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Шарлотка с яблоками,150,1 руб 32 коп,Сладкие блюда,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Компот из апельсинов,0.2,1 руб,Напитки,28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",28.09.2018,2018-09-28,Меню с 24-28 сентября.xls,e34e35cced4c8c6a30b02bd1db501b9c26351911
Яйцо под майонезом,75,69 коп,,25.10.2018,2018-10-25,Меню с 25-26 октября.xls,01ebb2b28a8eababa87590f563ed09e1d63103f8
Салат из птицы с ветчиной,100,1 руб 75 коп,,25.10.2018,2018-10-25,Меню с 25-26 октября.xls,01ebb2b28a8eababa87590f563ed09e1d63103f8
"Салат""Щедрая осень""",100,85 коп,,25.10.2018,2018-10-25,Меню с 25-26 октября.xls,01ebb2b28a8eababa87590f563ed09e1d63103f8
Салат киевский со свеклой NEW,100,1 руб 80 коп,,25.10.2018,2018-10-25,Меню с 25-26 октября.xls,01ebb2b28a8eababa87590f563ed09e1d63103f8
"Азиатский рыбный суп   NEW     (филе хека, картофель, морковь манка,яйцо,имбирь)",250,1 руб 20 коп,Супы,25.10.2018,2018-10-25,Меню с 25-26 октября.xls,01ebb2b28a8eababa87590f563ed09e1d63103f8
Борщ с курицей и сметаной,250/20,1 руб 60 коп,Супы,25.10.2018,2018-10-25,Меню с 25-26 октября.xls,01ebb2b28a8eababa87590f563ed09e1d63103f8
Суп-пюре овощей,250,2 руб 16 коп,Супы,25.10.2018,2018-10-25,Меню с 25-26 октября.xls,01ebb2b28a8eababa87590f563ed09e1d63103f8
Говядина отварная,100,5 руб 02 коп,Ножки куриные в медовом соусе NEW ,25.10.2018,2018-10-25,Меню с 25-26 октября.xls,01ebb2b28a8eababa87590f563ed09e1d63103f8
Блинчики с ветчиной и сыром,150,3 руб 06 коп,Ножки куриные в медовом соусе NEW ,25.10.2018,2018-10-25,Меню с 25-26 октября.xls,01ebb2b28a8eababa87590f563ed09e1d63103f8
Филе птицы с ананасом,130,2 руб 88 коп,Ножки куриные в медовом соусе NEW ,25.10.2018,2018-10-25,Меню с 25-26 октября.xls,01ebb2b28a8eababa87590f563ed09e1d63103f8
"Поджарка ""Любительская""",100,3 руб 21 коп,Ножки куриные в медовом соусе NEW ,25.10.2018,2018-10-25,Меню с 25-26 октября.xls,01ebb2b28a8eababa87590f563ed09e1d63103f8
Рыба под маринадом,150,3 руб 20 коп,Ножки куриные в медовом соусе NEW ,25.10.2018,2018-10-25,Меню с 25-26 октября.xls,01ebb2b28a8eababa87590f563ed09e1d63103f8
Каша перловая с грудинкой и луком,250,1 руб 52 коп,Гарниры,25.10.2018,2018-10-25,Меню с 25-26 октября.xls,01ebb2b28a8eababa87590f563ed09e1d63103f8
